,id,ICD10_CODE,Freq,VALIDITY_x,SHORT_DESCRIPTION_x,LONG_DESCRIPTION_x,FULL_DESCRIPTION_x,STATUS_x,CODE_TYPE_x
4070,4071,S90.426A,1,C,BLISTER NONTHERM UNS LESR TOES INIT,BLISTER NONTHERMAL UNS LESSER TOES INITIAL ENC,"Blister (nonthermal), unspecified lesser toe(s), initial encounter",,1
4071,4072,S90.821A,1,C,BLISTER NONTHERMAL RT FOOT INITIAL,BLISTER NONTHERMAL RIGHT FOOT INITIAL ENCOUNTER,"Blister (nonthermal), right foot, initial encounter",,1
4072,4073,S90.822A,2,C,BLISTER NONTHERMAL LT FOOT INITIAL,BLISTER NONTHERMAL LEFT FOOT INITIAL ENCOUNTER,"Blister (nonthermal), left foot, initial encounter",,1
4073,4074,S90.829A,2,C,BLISTER NONTHERMAL UNS FOOT INITIAL,BLISTER NONTHERMAL UNSPECIFIED FOOT INITIAL ENC,"Blister (nonthermal), unspecified foot, initial encounter",,1
4074,4075,S90.851A,2,C,SUPERFICIAL FB RT FOOT INITIAL,SUPERFICIAL FOREIGN BODY RIGHT FOOT INITIAL ENC,"Superficial foreign body, right foot, initial encounter",,1
4075,4076,S90.851D,1,C,SUPERFICIAL FB RT FOOT SUBSEQUENT,SUPERFICIAL FOREIGN BODY RIGHT FOOT SUBSQT ENC,"Superficial foreign body, right foot, subsequent encounter",,1
4076,4077,S90.852A,2,C,SUPERFICIAL FB LT FOOT INITIAL,SUPERFICIAL FOREIGN BODY LEFT FOOT INITIAL ENC,"Superficial foreign body, left foot, initial encounter",,1
4077,4078,S91.001A,4,C,UNS OPEN WOUND RIGHT ANKLE INITIAL,UNSPECIFIED OPEN WOUND RT ANKLE INITIAL ENC,"Unspecified open wound, right ankle, initial encounter",,1
4078,4079,S91.001D,1,C,UNS OPEN WOUND RIGHT ANKLE SUBSQT,UNSPECIFIED OPEN WOUND RT ANKLE SUBSQT ENC,"Unspecified open wound, right ankle, subsequent encounter",,1
4079,4080,S91.002A,1,C,UNS OPEN WOUND LEFT ANKLE INITIAL,UNSPECIFIED OPEN WOUND LT ANKLE INITIAL ENC,"Unspecified open wound, left ankle, initial encounter",,1
4080,4081,S91.002D,1,C,UNS OPEN WOUND LEFT ANKLE SUBSQT,UNSPECIFIED OPEN WOUND LT ANKLE SUBSQT ENC,"Unspecified open wound, left ankle, subsequent encounter",,1
4081,4082,S91.009A,2,C,UNS OPEN WOUND UNS ANKLE INITIAL,UNSPECIFIED OPEN WOUND UNS ANKLE INITIAL ENC,"Unspecified open wound, unspecified ankle, initial encounter",,1
4082,4083,S91.011A,1,C,LACERATION W/O FB RT ANKLE INITIAL,LACERATION W/O FOREIGN BODY RT ANKLE INITIAL ENC,"Laceration without foreign body, right ankle, initial encounter",,1
4083,4084,S91.109A,7,C,UNS OPN WND UNS TOES NO DMG NL INIT,UNS OPEN WOUND UNS TOES W/O DAMAGE NAIL INITIAL,"Unspecified open wound of unspecified toe(s) without damage to nail, initial encounter",,1
4084,4085,S91.109D,1,C,UNS OPN WND UNS TOES W/O DMG NL SUB,UNS OPEN WOUND UNS TOES W/O DAMAGE NAIL SUBSQT,"Unspecified open wound of unspecified toe(s) without damage to nail, subsequent encounter",,1
4085,4086,S91.114A,1,C,LAC NO FB RT LSR TOES NO DMG NL INT,LAC W/O FB RT LESSER TOES W/O DAMAGE NAIL INIT,"Laceration without foreign body of right lesser toe(s) without damage to nail, initial encounter",,1
4086,4087,S91.143A,1,C,PUNCT W/FB UNS GRT TOE NO DM NL INT,PUNCT WND W/FB UNS GREAT TOE W/O DAMGE NAIL INIT,"Puncture wound with foreign body of unspecified great toe without damage to nail, initial encounter",,1
4087,4088,S91.201A,1,C,UNS OPN WND RT GRT TOE W/DMG NL INT,UNS OPEN WOUND RT GREAT TOE W/DAMAGE NAIL INIT,"Unspecified open wound of right great toe with damage to nail, initial encounter",,1
4088,4089,S91.209A,6,C,UNS OPN WND UNS TOES W/DMG NL INIT,UNS OPEN WOUND UNS TOES W/DAMAGE NAIL INITIAL,"Unspecified open wound of unspecified toe(s) with damage to nail, initial encounter",,1
4089,4090,S91.229A,1,C,LAC W/FB UNS TOES W/DMG NAIL INIT,LACERATION W/FB UNS TOES W/DAMAGE NAIL INITIAL,"Laceration with foreign body of unspecified toe(s) with damage to nail, initial encounter",,1
4090,4091,S91.301A,10,C,UNS OPEN WOUND RIGHT FOOT INITIAL,UNSPECIFIED OPEN WOUND RIGHT FOOT INITIAL ENCNTR,"Unspecified open wound, right foot, initial encounter",,1
4091,4092,S91.301D,3,C,UNS OPEN WOUND RIGHT FOOT SUBSQT,UNSPECIFIED OPEN WOUND RIGHT FOOT SUBSEQUENT ENC,"Unspecified open wound, right foot, subsequent encounter",,1
4092,4093,S91.302A,14,C,UNS OPEN WOUND LEFT FOOT INITIAL,UNSPECIFIED OPEN WOUND LEFT FOOT INITIAL ENCNTR,"Unspecified open wound, left foot, initial encounter",,1
4093,4094,S91.302D,1,C,UNS OPEN WOUND LEFT FOOT SUBSQT,UNSPECIFIED OPEN WOUND LEFT FOOT SUBSEQUENT ENC,"Unspecified open wound, left foot, subsequent encounter",,1
4094,4095,S91.302S,1,C,UNS OPEN WOUND LEFT FOOT SEQUELA,UNSPECIFIED OPEN WOUND LEFT FOOT SEQUELA,"Unspecified open wound, left foot, sequela",,1
4095,4096,S91.309A,3,C,UNS OPEN WOUND UNS FOOT INITIAL,UNSPECIFIED OPEN WOUND UNS FOOT INITIAL ENCNTR,"Unspecified open wound, unspecified foot, initial encounter",,1
4096,4097,S91.311A,2,C,LACERATION W/O FB RT FOOT INITIAL,LACERATION W/O FOREIGN BODY RT FOOT INITIAL ENC,"Laceration without foreign body, right foot, initial encounter",,1
4097,4098,S91.312A,1,C,LACERATION W/O FB LT FOOT INITIAL,LACERATION W/O FOREIGN BODY LT FOOT INITIAL ENC,"Laceration without foreign body, left foot, initial encounter",,1
4098,4099,S91.331A,1,C,PUNCT WOUND W/O FB RT FOOT INITIAL,PUNCTURE WOUND W/O FB RIGHT FOOT INITIAL ENCNTR,"Puncture wound without foreign body, right foot, initial encounter",,1
4099,4100,S91.332A,1,C,PUNCT WOUND W/O FB LT FOOT INITIAL,PUNCTURE WOUND W/O FB LEFT FOOT INITIAL ENCNTR,"Puncture wound without foreign body, left foot, initial encounter",,1
4100,4101,S91.341A,1,C,PUNCTURE WOUND W/FB RT FOOT INITIAL,PUNCTURE WOUND W/FOREIGN BODY RT FOOT INITIAL,"Puncture wound with foreign body, right foot, initial encounter",,1
4101,4102,S91.342A,1,C,PUNCTURE WOUND W/FB LT FOOT INITIAL,PUNCTURE WOUND W/FOREIGN BODY LT FOOT INITIAL,"Puncture wound with foreign body, left foot, initial encounter",,1
4102,4103,S92.302A,1,C,FX UNS MT BONES LT FT INIT CLOS FX,FX UNS METATARSAL BONES LT FOOT INIT ENC CLOS FX,"Fracture of unspecified metatarsal bone(s), left foot, initial encounter for closed fracture",,1
4103,4104,S92.322A,1,C,DSPL FX 2ND MT BN LT FT INIT CLO FX,DISPLACED FX 2ND METATARSAL LT FT INIT CLOS FX,"Displaced fracture of second metatarsal bone, left foot, initial encounter for closed fracture",,1
4104,4105,S92.354A,1,C,NDSPL FX 5TH MT BN RT FT INIT CLOS,NONDSPL FX 5TH METATARSAL RT FT INIT ENC CLOS FX,"Nondisplaced fracture of fifth metatarsal bone, right foot, initial encounter for closed fracture",,1
4105,4106,S92.401A,1,C,DSPL UNS FX RT GREAT TOE INIT CLOS,DISPLACED UNS FX RT GREAT TOE INIT ENC CLOS FX,"Displaced unspecified fracture of right great toe, initial encounter for closed fracture",,1
4106,4107,S92.402K,1,C,DSPL UNS FX LT GREAT TOE SUB FX NU,DISPLACED UNS FX LT GREAT TOE SUBSQT ENC FX NU,"Displaced unspecified fracture of left great toe, subsequent encounter for fracture with nonunion",,1
4107,4108,S92.406D,1,C,NDSPLC UNS FX UNS GREAT TOE SUB RTN,NONDISPLACED UNS FX UNS GREAT TOE SBSQT FX RTN,"Nondisplaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with routine healing",,1
4108,4109,S92.415D,1,C,NDSPL FX PRX PHAL LT GT TOE SUB RTN,NONDSPL FX PROX PHALNX LT GREAT TOE SBSQT RTN,"Nondisplaced fracture of proximal phalanx of left great toe, subsequent encounter for fracture with routine healing",,1
4109,4110,S92.424D,1,C,NDSPL FX DIS PHAL RT GT TOE SUB RTN,NONDSPL FX DIST PHALNX RT GREAT TOE SBSQT RTN,"Nondisplaced fracture of distal phalanx of right great toe, subsequent encounter for fracture with routine healing",,1
4110,4111,S92.512A,1,C,DSPL FX PRX PHAL LT LSR TOE INIT CL,DSPL FX PROX PHALNX LT LESSER TOES INIT CLO FX,"Displaced fracture of proximal phalanx of left lesser toe(s), initial encounter for closed fracture",,1
4111,4112,S92.512D,1,C,DSPL FX PRX PHAL LT LSR TOE SUB RTN,DSPL FX PROX PHALNX LT LESSER TOES SBSQT FX RTN,"Displaced fracture of proximal phalanx of left lesser toe(s), subsequent encounter for fracture with routine healing",,1
4112,4113,S92.515D,1,C,NDSPL FX PR PHAL LT LSR TOE SUB RTN,NONDSPLC FX PROX PHAL LT LESSER TOES SUB FX RTN,"Nondisplaced fracture of proximal phalanx of left lesser toe(s), subsequent encounter for fracture with routine healing",,1
4113,4114,S92.592A,1,C,OTH FX LT LESSER TOES INIT CLOS FX,OTH FX LT LESSER TOES INIT ENC CLOS FRACTURE,"Other fracture of left lesser toe(s), initial encounter for closed fracture",,1
4114,4115,S92.901A,3,C,UNS FX RT FOOT INITIAL CLOSED FX,UNS FRACTURE RT FOOT INITIAL ENC CLOS FRACTURE,"Unspecified fracture of right foot, initial encounter for closed fracture",,1
4115,4116,S92.901D,1,C,UNS FX RT FOOT SUBSQT FX RTN HEAL,UNS FRACTURE RT FOOT SUBSQT ENC FX ROUTINE HEAL,"Unspecified fracture of right foot, subsequent encounter for fracture with routine healing",,1
4116,4117,S92.902A,3,C,UNS FX LT FOOT INITIAL CLOSED FX,UNS FRACTURE LT FOOT INITIAL ENC CLOS FRACTURE,"Unspecified fracture of left foot, initial encounter for closed fracture",,1
4117,4118,S93.104S,1,C,UNS DISLOCATION RT TOES SEQUELA,UNSPECIFIED DISLOCATION OF RIGHT TOES SEQUELA,"Unspecified dislocation of right toe(s), sequela",,1
4118,4119,S93.401A,6,C,SPRAIN UNS LIGAMENT RT ANKLE INIT,SPRAIN UNSPEC LIGAMENT RIGHT ANKLE INITIAL ENC,"Sprain of unspecified ligament of right ankle, initial encounter",U,1
4119,4120,S93.401D,1,C,SPRAIN UNS LIGAMENT RT ANKLE SUBSQT,SPRAIN UNS LIGAMENT RIGHT ANKLE SUBSEQUENT ENC,"Sprain of unspecified ligament of right ankle, subsequent encounter",,1
4120,4121,S93.402A,3,C,SPRAIN UNS LIGAMENT LT ANKLE INIT,SPRAIN UNS LIGAMENT LEFT ANKLE INITIAL ENCOUNTER,"Sprain of unspecified ligament of left ankle, initial encounter",,1
4121,4122,S93.402S,1,C,SPRAIN UNS LIGAMENT LT ANKLE SEQ,SPRAIN UNSPECIFIED LIGAMENT LEFT ANKLE SEQUELA,"Sprain of unspecified ligament of left ankle, sequela",,1
4122,4123,S93.409A,5,C,SPRAIN UNS LIGAMENT UNS ANKLE INIT,SPRAIN UNS LIGAMENT UNS ANKLE INITIAL ENCOUNTER,"Sprain of unspecified ligament of unspecified ankle, initial encounter",,1
4123,4124,S93.411A,2,C,SPRAIN CALCANEOFIB LIG RT ANK INIT,SPRAIN CALCANEOFIBULAR LIG RT ANKLE INITIAL ENC,"Sprain of calcaneofibular ligament of right ankle, initial encounter",,1
4124,4125,S93.432A,3,C,SPRAIN TIBIOFIBULAR LIG LT ANK INIT,SPRAIN TIBIOFIBULAR LIGAMENT LT ANKLE INIT ENC,"Sprain of tibiofibular ligament of left ankle, initial encounter",,1
4125,4126,S93.432D,1,C,SPRAIN TIBIOFIBULAR LIG LT ANK SUB,SPRAIN TIBIOFIBULAR LIGAMENT LT ANKLE SUBSQT ENC,"Sprain of tibiofibular ligament of left ankle, subsequent encounter",,1
4126,4127,S93.491A,3,C,SPRAIN OTH LIGAMENT RT ANK INITIAL,SPRAIN OTHER LIGAMENT RT ANKLE INITIAL ENCOUNTER,"Sprain of other ligament of right ankle, initial encounter",,1
4127,4128,S93.492A,3,C,SPRAIN OTH LIGAMENT LT ANK INITIAL,SPRAIN OTHER LIGAMENT LT ANKLE INITIAL ENCOUNTER,"Sprain of other ligament of left ankle, initial encounter",,1
4128,4129,S93.504A,2,C,UNS SPRAIN RT LESSER TOES INITIAL,UNSPECIFIED SPRAIN RT LESSER TOES INITIAL ENCNTR,"Unspecified sprain of right lesser toe(s), initial encounter",,1
4129,4130,S93.609A,1,C,UNSPECIFIED SPRAIN UNS FOOT INITIAL,UNSPECIFIED SPRAIN UNSPECIFIED FOOT INITIAL ENC,"Unspecified sprain of unspecified foot, initial encounter",,1
4130,4131,S93.691A,1,C,OTHER SPRAIN RIGHT FOOT INITIAL ENC,OTHER SPRAIN OF RIGHT FOOT INITIAL ENCOUNTER,"Other sprain of right foot, initial encounter",,1
4131,4132,S96.911A,1,C,STRAIN UNS M&T ANK FT LEVL RT INIT,STRAIN UNS MUSC TEND ANK FT LEVL RT INITIAL ENC,"Strain of unspecified muscle and tendon at ankle and foot level, right foot, initial encounter",,1
4132,4133,S96.919A,2,C,STRAIN UNS M&T ANK FT LEVL UNS INIT,STRAIN UNS MUSC TEND ANK FT LEVL UNS INITIAL ENC,"Strain of unspecified muscle and tendon at ankle and foot level, unspecified foot, initial encounter",,1
4133,4134,S97.102A,1,C,CRUSHING INJURY UNS LT TOES INITIAL,CRUSHING INJURY UNS LT TOES INITIAL ENCOUNTER,"Crushing injury of unspecified left toe(s), initial encounter",,1
4134,4135,S97.109A,1,C,CRUSHING INJURY UNS TOES INITIAL,CRUSHING INJURY UNS TOES INITIAL ENCOUNTER,"Crushing injury of unspecified toe(s), initial encounter",,1
4135,4136,S97.80XA,1,C,CRUSHING INJURY UNS FOOT INITIAL,CRUSHING INJURY OF UNS FOOT INITIAL ENCOUNTER,"Crushing injury of unspecified foot, initial encounter",,1
4136,4137,S98.311A,1,C,COMPLETE TRAUM AMP RT MIDFOOT INIT,COMPLETE TRAUMATIC AMP RT MIDFOOT INITIAL ENCNTR,"Complete traumatic amputation of right midfoot, initial encounter",,1
4137,4138,S99.911A,2,C,UNSPECIFIED INJURY RT ANKLE INITIAL,UNSPECIFIED INJURY RIGHT ANKLE INITIAL ENCOUNTER,"Unspecified injury of right ankle, initial encounter",,1
4138,4139,S99.912A,1,C,UNSPECIFIED INJURY LT ANKLE INITIAL,UNSPECIFIED INJURY LEFT ANKLE INITIAL ENCOUNTER,"Unspecified injury of left ankle, initial encounter",,1
4139,4140,S99.912S,1,C,UNSPECIFIED INJURY LT ANKLE SEQUELA,UNSPECIFIED INJURY OF LEFT ANKLE SEQUELA,"Unspecified injury of left ankle, sequela",,1
4140,4141,S99.921A,7,C,UNSPECIFIED INJURY RT FOOT INITIAL,UNSPECIFIED INJURY RIGHT FOOT INITIAL ENCOUNTER,"Unspecified injury of right foot, initial encounter",,1
4141,4142,S99.922A,4,C,UNSPECIFIED INJURY LT FOOT INITIAL,UNSPECIFIED INJURY LEFT FOOT INITIAL ENCOUNTER,"Unspecified injury of left foot, initial encounter",,1
4142,4143,S99.929A,4,C,UNSPECIFIED INJURY UNS FOOT INITIAL,UNSPECIFIED INJURY FOOT UNS SIDE INITIAL ENCNTR,"Unspecified injury of unspecified foot, initial encounter",,1
4143,4144,T07.XXXA,4,C,UNS MULTIPLE INJURIES INITIAL ENC,UNSPECIFIED MULTIPLE INJURIES INITIAL ENCOUNTER,"Unspecified multiple injuries, initial encounter",N,1
4144,4145,T14.8,55,I,OTHER INJURY OF UNSPEC BODY REGION,OTHER INJURY OF UNSPECIFIED BODY REGION,Other injury of unspecified body region,C,1
4145,4146,T14.8XXA,60,C,OTHER INJURY UNS BODY REGION INIT,OTHER INJURY UNSPECIFIED BODY REGION INITIAL ENC,"Other injury of unspecified body region, initial encounter",N,1
4146,4147,T14.8XXD,2,C,OTH INJURY UNS BODY REG SUBSQT ENC,OTHER INJURY UNSPECIFIED BODY REGION SUBSQT ENC,"Other injury of unspecified body region, subsequent encounter",N,1
4147,4148,T14.90,8,I,INJURY UNSPECIFIED,INJURY UNSPECIFIED,"Injury, unspecified",C,1
4148,4149,T14.90XA,4,C,INJURY UNSPECIFIED INITIAL ENCOUNTR,INJURY UNSPECIFIED INITIAL ENCOUNTER,"Injury, unspecified, initial encounter",N,1
4149,4150,T14.90XD,1,C,INJURY UNSPECIFIED SUBSEQUENT ENC,INJURY UNSPECIFIED SUBSEQUENT ENCOUNTER,"Injury, unspecified, subsequent encounter",N,1
4150,4151,T14.91,1,I,SUICIDE ATTEMPT,SUICIDE ATTEMPT,Suicide attempt,C,1
4151,4152,T15.12XA,1,C,FB CONJUNCT SAC LT EYE INITIAL ENC,FOREIGN BODY IN CONJUNCT SAC LT EYE INIT ENC,"Foreign body in conjunctival sac, left eye, initial encounter",,1
4152,4153,T15.91XD,1,C,FB EXT EYE PART UNS RT EYE SUB ENC,FOREIGN BODY EXT EYE PART UNS RT EYE SUBSQT ENC,"Foreign body on external eye, part unspecified, right eye, subsequent encounter",,1
4153,4154,T16.1XXA,10,C,FOREIGN BODY RT EAR INITIAL ENCNTR,FOREIGN BODY IN RIGHT EAR INITIAL ENCOUNTER,"Foreign body in right ear, initial encounter",,1
4154,4155,T16.2XXA,14,C,FOREIGN BODY LT EAR INITIAL ENCNTR,FOREIGN BODY IN LEFT EAR INITIAL ENCOUNTER,"Foreign body in left ear, initial encounter",,1
4155,4156,T16.9XXA,1,C,FOREIGN BODY EAR UNS EAR INIT ENC,FOREIGN BODY IN EAR UNS EAR INITIAL ENCOUNTER,"Foreign body in ear, unspecified ear, initial encounter",,1
4156,4157,T17.890A,1,C,OTH OBJ OTH RESP TRACT ASPHYX INIT,OTH FORGEIN OBJ OTH RESP TRACT ASPHYX INIT ENC,"Other foreign object in other parts of respiratory tract causing asphyxiation, initial encounter",,1
4157,4158,T17.908A,5,C,UNS FB RESP TRACT UNS OTH INJ INIT,UNS FB RESP TRACT PART UNS CAUS OTH INJ INT ENC,"Unspecified foreign body in respiratory tract, part unspecified causing other injury, initial encounter",,1
4158,4159,T17.908D,1,C,UNS FB RESP TRACT UNS OTH INJ SUB,UNS FB RESP TRACT PART UNS CAUS OTH INJ SUB ENC,"Unspecified foreign body in respiratory tract, part unspecified causing other injury, subsequent encounter",,1
4159,4160,T17.920A,1,C,FOOD RESP TRACT PRT UNS ASPHYX INIT,FOOD RESP TRACT PART UNS CAUS ASPHYXIAT INIT ENC,"Food in respiratory tract, part unspecified causing asphyxiation, initial encounter",,1
4160,4161,T20.211A,1,C,BURN SECOND DEGREE RT EAR INIT ENC,BURN 2ND DEGREE RT EAR EXCEPT EAR DRUM INIT ENC,"Burn of second degree of right ear [any part, except ear drum], initial encounter",,1
4161,4162,T20.40XA,1,C,CORROSION UNS DEG HEAD FCE NCK INIT,CORROS UNS DEG HEAD FACE & NCK UNS SITE INIT ENC,"Corrosion of unspecified degree of head, face, and neck, unspecified site, initial encounter",,1
4162,4163,T21.22XA,1,C,BURN SECOND DEG ABD WALL INIT ENC,BURN 2ND DEGREE ABDOMINAL WALL INITIAL ENCOUNTER,"Burn of second degree of abdominal wall, initial encounter",,1
4163,4164,T21.25XA,1,C,BURN SECOND DEG BUTTOCK INITIAL ENC,BURN SECOND DEGREE OF BUTTOCK INITIAL ENCOUNTER,"Burn of second degree of buttock, initial encounter",,1
4164,4165,T22.111A,1,C,BURN FIRST DEG RT FOREARM INIT ENC,BURN 1ST DEGREE RIGHT FOREARM INITIAL ENCOUNTER,"Burn of first degree of right forearm, initial encounter",,1
4165,4166,T22.111D,1,C,BURN FIRST DEG RT FOREARM SUB ENC,BURN 1ST DEGREE RIGHT FOREARM SUBSQT ENCOUNTER,"Burn of first degree of right forearm, subsequent encounter",,1
4166,4167,T23.162A,1,C,BURN 1ST DEG BACK LT HAND INIT ENC,BURN 1ST DEGREE BACK LEFT HAND INITIAL ENCOUNTER,"Burn of first degree of back of left hand, initial encounter",,1
4167,4168,T23.222A,1,C,BURN 2ND DEG 1 LT FNGR NO THMB INIT,BURN 2ND DEG SINGLE LT FINGER NO THUMB INIT ENC,"Burn of second degree of single left finger (nail) except thumb, initial encounter",,1
4168,4169,T23.229S,1,C,BURN 2ND DEG 1 UNS FNGR NO THMB SEQ,BURN 2ND DEG UNS SINGLE FINGER NO THUMB SEQUELA,"Burn of second degree of unspecified single finger (nail) except thumb, sequela",,1
4169,4170,T24.009A,1,C,BURN UNS DEG UNS LL NO ANK FT INIT,BURN UNS DG UNS SITE UNS LL NO ANK & FT INIT ENC,"Burn of unspecified degree of unspecified site of unspecified lower limb, except ankle and foot, initial encounter",,1
4170,4171,T24.311A,1,C,BURN THIRD DEG RT THIGH INITIAL ENC,BURN THIRD DEGREE RT THIGH INITIAL ENCOUNTER,"Burn of third degree of right thigh, initial encounter",,1
4171,4172,T24.332A,1,C,BURN THIRD DEG LT LOW LEG INIT ENC,BURN THIRD DEGREE LT LOWER LEG INITIAL ENCOUNTER,"Burn of third degree of left lower leg, initial encounter",,1
4172,4173,T25.221A,1,C,BURN SECOND DEG RT FOOT INITIAL ENC,BURN SECOND DEGREE RIGHT FOOT INITIAL ENCOUNTER,"Burn of second degree of right foot, initial encounter",,1
4173,4174,T30.0,16,C,BURN UNS BODY REGION UNS DEGREE,BURN UNSPECIFIED BODY REGION UNSPECIFIED DEGREE,"Burn of unspecified body region, unspecified degree",,1
4174,4175,T30.4,1,C,CORROSION UNS BODY REGION UNS DEG,CORROSION UNS BODY REGION UNSPECIFIED DEGREE,"Corrosion of unspecified body region, unspecified degree",,1
4175,4176,T36.8X5D,1,C,ADVERSE EFF OTH SYS ABX SUBSQT ENC,ADVERSE EFFECT OTH SYS ANTIBIOTICS SUBSQT ENCNTR,"Adverse effect of other systemic antibiotics, subsequent encounter",,1
4176,4177,T36.95XA,2,C,ADVRS EFFECT UNS SYS ABX INIT ENC,ADVERSE EFFECT UNS SYSTEMIC ABX INITIAL ENCNTR,"Adverse effect of unspecified systemic antibiotic, initial encounter",,1
4177,4178,T38.0X1A,1,C,PSN GLUCOCORT SYNTH ANALOG ACC INIT,POISON GLUCOCORTICOIDS SYNTH ANALOG ACC INIT ENC,"Poisoning by glucocorticoids and synthetic analogues, accidental (unintentional), initial encounter",,1
4178,4179,T38.0X5A,5,C,ADVRS EFF GLUCOCORT SYN ANALOG INIT,ADVERSE EFF GLUCOCORTICDS SYNTH ANALOG INIT ENC,"Adverse effect of glucocorticoids and synthetic analogues, initial encounter",,1
4179,4180,T38.3X1A,2,C,POISON INSULIN ORAL HG RX ACC INIT,POISON INSULIN ORAL HYPOGLYCEMIC RX ACC INIT ENC,"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, accidental (unintentional), initial encounter",,1
4180,4181,T38.3X5A,1,C,ADVERS EFF INSULIN ORAL HG RX INIT,ADEVRSE EFF INSULIN ORL HYPOGLYCEMIC RX INIT ENC,"Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs, initial encounter",,1
4181,4182,T38.7X4A,1,C,PSN ANDRGN ANABOL CONGNR UNDET INIT,POISON ANDROGENS ANABOL CONGENERS UNDET INIT ENC,"Poisoning by androgens and anabolic congeners, undetermined, initial encounter",,1
4182,4183,T40.2X5A,14,C,ADVERSE EFF OTH OPIOIDS INITIAL ENC,ADVERSE EFFECT OTHER OPIOIDS INITIAL ENCOUNTER,"Adverse effect of other opioids, initial encounter",,1
4183,4184,T42.0X1A,2,C,POISON HYDANTOIN DERIV ACC INIT ENC,POISON HYDANTOIN DERIVATIVES ACCIDENTAL INIT ENC,"Poisoning by hydantoin derivatives, accidental (unintentional), initial encounter",,1
4184,4185,T42.4X5A,1,C,ADVRS EFF BENZODIAZEPINES INIT ENC,ADVERSE EFFECT BENZODIAZEPINES INITIAL ENCOUNTER,"Adverse effect of benzodiazepines, initial encounter",,1
4185,4186,T42.4X5D,1,C,ADVRS EFF BENZODIAZEPINES SUB ENC,ADVERSE EFFECT BENZODIAZEPINES SUBSEQUENT ENCNTR,"Adverse effect of benzodiazepines, subsequent encounter",,1
4186,4187,T42.8X5S,1,C,ADVRS EFF APK RX CENTRL MT DEPR SEQ,ADVERSE EFF APK RX OTH CNTRL MT DEPRESS SEQUELA,"Adverse effect of antiparkinsonism drugs and other central muscle-tone depressants, sequela",,1
4187,4188,T43.205A,1,C,ADVERS EFF UNS ANTIDPRSNT INIT ENC,ADVERS EFFECT UNS ANTIDEPRESSANTS INITIAL ENCNTR,"Adverse effect of unspecified antidepressants, initial encounter",,1
